BioMedGraphica_Conn_ID,BioMedGraphica_ID,NCBI_Gene_ID,Ensembl_Gene_ID_Version,Gene_Start,Gene_End,Chromosome,Gene_Type,Ensembl_Gene_ID,HGNC_ID,Gene_Name,RefSeq_ID,OMIM_ID,HGNC_Symbol
BMGC_GN41530,BMG_GN185569,79581,ENSG00000185803.12,144333957,144361286,8,protein_coding,ENSG00000185803,HGNC:30224,solute carrier family 52 member 2,NC_000008.11;NW_018654716.1;NC_060932.1;NG_032872.2,607882,SLC52A2
BMGC_GN41531,BMG_GN185570,79582,ENSG00000144451.20,213284389,214410501,2,protein_coding,ENSG00000144451,HGNC:23225,sperm associated antigen 16,NC_000002.12;NC_060926.1,612173,SPAG16
BMGC_GN41532,BMG_GN185571,79583,ENSG00000205084.12,75536741,75556289,16,protein_coding,ENSG00000205084,HGNC:37234,transmembrane protein 231,NG_033109.1;NC_000016.10;NC_060940.1,614949,TMEM231
BMGC_GN41533,BMG_GN185572,79585,ENSG00000262246.6,4354542,4425705,16,protein_coding,ENSG00000262246,HGNC:26161,coronin 7,NG_052966.1;NC_000016.10;NC_060940.1;NT_187608.1,611668,CORO7
BMGC_GN41534,BMG_GN185573,79586,ENSG00000123989.15,219538954,219543809,2,protein_coding,ENSG00000123989,HGNC:24291,chondroitin polymerizing factor,NC_000002.12;NC_060926.1,610405,CHPF
BMGC_GN41535,BMG_GN185574,79587,ENSG00000134905.17,110641412,110713603,13,protein_coding,ENSG00000134905,HGNC:25695,"cysteinyl-tRNA synthetase 2, mitochondrial",NC_000013.11;NC_060937.1;NG_042045.2,612800,CARS2
BMGC_GN41536,BMG_GN185575,79589,ENSG00000133135.14,106693794,106797016,X,protein_coding,ENSG00000133135,HGNC:21153,ring finger protein 128,NG_012576.1;NC_000023.11;NC_060947.1,300439,RNF128
BMGC_GN41537,BMG_GN185577,79590,ENSG00000143314.12,156737303,156741590,1,protein_coding,ENSG00000143314,HGNC:14037,mitochondrial ribosomal protein L24,NC_000001.11;NC_060925.1,611836,MRPL24
BMGC_GN41538,BMG_GN185578,79591,ENSG00000120029.13,101845599,102056193,10,protein_coding,ENSG00000120029,HGNC:25788,armadillo like helical domain containing 3,NC_000010.11;NC_060934.1,620867,ARMH3
BMGC_GN41539,BMG_GN185579,79594,ENSG00000090432.7,20499448,20508151,1,protein_coding,ENSG00000090432,HGNC:25762,mitochondrial E3 ubiquitin protein ligase 1,NC_000001.11;NC_060925.1,612037,MUL1
BMGC_GN41540,BMG_GN185580,79595,ENSG00000136715.19,127941217,128028120,2,protein_coding,ENSG00000136715,HGNC:29813,Sin3A associated protein 130,NC_000002.12;NC_060926.1,609697,SAP130
BMGC_GN41541,BMG_GN185581,79596,ENSG00000152193.8,78614289,78659155,13,protein_coding,ENSG00000152193,HGNC:20308,ORC ubiquitin ligase 1,NC_000013.11;NC_060937.1,615906,OBI1
BMGC_GN41542,BMG_GN185582,79598,ENSG00000182504.12,101724534,101770562,3,protein_coding,ENSG00000182504,HGNC:26244,centrosomal protein 97,NC_000003.12;NC_060927.1,615864,CEP97
BMGC_GN41543,BMG_GN185583,796,ENSG00000110680.14,14966622,14972354,11,protein_coding,ENSG00000110680,HGNC:1437,calcitonin related polypeptide alpha,NC_060935.1;NG_015960.1;NC_000011.10,114130,CALCA
BMGC_GN41544,BMG_GN185584,79600,ENSG00000204852.17,110614027,110663431,12,protein_coding,ENSG00000204852,HGNC:26113,tectonic family member 1,NC_000012.12;NC_060936.1;NG_030381.1,609863,TCTN1
BMGC_GN41545,BMG_GN185585,79602,ENSG00000006831.10,1688574,1788674,12,protein_coding,ENSG00000006831,HGNC:24041,adiponectin receptor 2,NC_000012.12;NW_018654718.1;NC_060936.1,607946,ADIPOR2
BMGC_GN41546,BMG_GN185586,79603,ENSG00000090661.13,8206736,8262433,19,protein_coding,ENSG00000090661,HGNC:23747,ceramide synthase 4,NC_000019.10;NC_060943.1,615334,CERS4
BMGC_GN41547,BMG_GN185587,79605,ENSG00000177614.11,230314490,230426332,1,protein_coding,ENSG00000177614,HGNC:19405,piggyBac transposable element derived 5,NC_000001.11;NC_060925.1,616791,PGBD5
BMGC_GN41548,BMG_GN185588,79607,ENSG00000197798.9,126211724,126262984,11,protein_coding,ENSG00000197798,HGNC:26110,family with sequence similarity 118 member B,NC_000011.10;NC_060935.1,616587,FAM118B
BMGC_GN41549,BMG_GN185589,79608,ENSG00000166405.16,8106056,8169055,11,protein_coding,ENSG00000166405,HGNC:30338,RIC3 acetylcholine receptor chaperone,NC_000011.10;NC_060935.1;NG_030416.2,610509,RIC3
BMGC_GN41550,BMG_GN185590,79609,ENSG00000100483.14,50108632,50116600,14,protein_coding,ENSG00000100483,HGNC:20352,valosin containing protein lysine methyltransferase,NC_000014.9;NC_060938.1,615260,VCPKMT
BMGC_GN41551,BMG_GN185591,79611,ENSG00000111058.8,80936414,81261210,12,protein_coding,ENSG00000111058,HGNC:24723,acyl-CoA synthetase short chain family member 3,NC_000012.12;NC_060936.1,614356,ACSS3
BMGC_GN41552,BMG_GN185592,79612,ENSG00000172766.19,41311267,41377030,13,protein_coding,ENSG00000172766,HGNC:26164,"N-alpha-acetyltransferase 16, NatA auxiliary subunit",NC_000013.11;NC_060937.1,619497,NAA16
BMGC_GN41553,BMG_GN185593,79613,ENSG00000103047.8,68843531,69085182,16,protein_coding,ENSG00000103047,HGNC:25749,transport and golgi organization 6 homolog,NC_000016.10;NC_060940.1,620188,TANGO6
BMGC_GN41554,BMG_GN185594,79616,ENSG00000135083.17,160249083,160345396,5,protein_coding,ENSG00000135083,HGNC:25876,cyclin J like,NC_000005.10;NC_060929.1,,CCNJL
BMGC_GN41555,BMG_GN185595,79618,ENSG00000147421.18,28890395,29064764,8,protein_coding,ENSG00000147421,HGNC:26137,homeobox containing 1,NC_000008.11;NC_060932.1,618610,HMBOX1
BMGC_GN41556,BMG_GN185596,79621,ENSG00000136104.22,50909747,51024120,13,protein_coding,ENSG00000136104,HGNC:25671,ribonuclease H2 subunit B,NC_000013.11;NC_060937.1;NG_009055.1,610326,RNASEH2B
BMGC_GN41557,BMG_GN185597,79622,ENSG00000161981.11,53828,57669,16,protein_coding,ENSG00000161981,HGNC:14161,small nuclear ribonucleoprotein U11/U12 subunit 25,NG_017004.2;NC_000016.10;NC_060940.1,,SNRNP25
BMGC_GN41558,BMG_GN185598,79623,ENSG00000158089.15,30910467,31155202,2,protein_coding,ENSG00000158089,HGNC:22946,polypeptide N-acetylgalactosaminyltransferase 14,NC_000002.12;NC_060926.1;NG_051040.1,608225,GALNT14
BMGC_GN41559,BMG_GN185599,79624,ENSG00000146476.11,151452258,151470101,6,protein_coding,ENSG00000146476,HGNC:17872,acidic residue methyltransferase 1,,616332,ARMT1
BMGC_GN41560,BMG_GN185600,79625,ENSG00000173376.14,121035613,121073021,4,protein_coding,ENSG00000173376,HGNC:26256,neuron derived neurotrophic factor,NC_000004.12;NC_060928.1,616506,NDNF
BMGC_GN41561,BMG_GN185601,79626,ENSG00000163154.6,151156649,151159749,1,protein_coding,ENSG00000163154,HGNC:26277,TNF alpha induced protein 8 like 2,,612112,TNFAIP8L2
BMGC_GN41562,BMG_GN185602,79627,ENSG00000119900.9,71288811,71309059,6,protein_coding,ENSG00000119900,HGNC:21378,opioid growth factor receptor like 1,NC_000006.12;NC_060930.1,,OGFRL1
BMGC_GN41563,BMG_GN185603,79628,ENSG00000169247.14,148923639,149063163,5,protein_coding,ENSG00000169247,HGNC:29427,SH3 domain and tetratricopeptide repeats 2,NG_007947.2;NC_000005.10;NC_060929.1,608206,SH3TC2
BMGC_GN41564,BMG_GN185604,79629,ENSG00000099330.9,17226213,17229219,19,protein_coding,ENSG00000099330,HGNC:26221,occludin/ELL domain containing 1,NC_000019.10;NC_060943.1,,OCEL1
BMGC_GN41565,BMG_GN185605,79630,ENSG00000118292.9,150268200,150280916,1,protein_coding,ENSG00000118292,HGNC:26258,chromosome 1 open reading frame 54,NC_000001.11;NC_060925.1,,C1orf54
BMGC_GN41566,BMG_GN185606,79631,ENSG00000140598.16,82130206,82262773,15,protein_coding,ENSG00000140598,HGNC:25789,elongation factor like GTPase 1,NC_000015.10;NC_060939.1,617538,EFL1
BMGC_GN41567,BMG_GN185607,79632,ENSG00000111879.20,118959763,119149387,6,protein_coding,ENSG00000111879,HGNC:20991,family with sequence similarity 184 member A,,,FAM184A
BMGC_GN41568,BMG_GN185608,79633,ENSG00000196159.14,125314918,125492932,4,protein_coding,ENSG00000196159,HGNC:23109,FAT atypical cadherin 4,NC_000004.12;NC_060928.1;NG_033865.2,612411,FAT4
BMGC_GN41569,BMG_GN185609,79634,ENSG00000144306.15,174395730,174429575,2,protein_coding,ENSG00000144306,HGNC:30382,secernin 3,,614967,SCRN3
BMGC_GN41570,BMG_GN185610,79635,ENSG00000176714.10,27625638,27629012,2,protein_coding,ENSG00000176714,HGNC:25833,coiled-coil domain containing 121,,,CCDC121
BMGC_GN41571,BMG_GN185611,79637,ENSG00000125449.7,75109952,75130272,17,protein_coding,ENSG00000125449,HGNC:26168,armadillo repeat containing 7,,,ARMC7
BMGC_GN41572,BMG_GN185612,79639,ENSG00000126106.14,44635238,44674481,1,protein_coding,ENSG00000126106,HGNC:26186,transmembrane protein 53,,619722,TMEM53
BMGC_GN41573,BMG_GN185613,79640,ENSG00000184208.13;ENSG00000293428.2,41688877;41690628,41698136,22,lncRNA;transcribed_unitary_pseudogene,ENSG00000184208;ENSG00000293428,HGNC:26294,"CTA-216E10.6;chromosome 22 open reading frame 46, pseudogene",,,C22orf46P
BMGC_GN41574,BMG_GN185614,79641,ENSG00000067836.13,4796968,4802880,16,protein_coding,ENSG00000067836,HGNC:29478,rogdi atypical leucine zipper,NC_000016.10;NC_060940.1;NG_032174.1,614574,ROGDI
BMGC_GN41575,BMG_GN185615,79642,ENSG00000180801.14,113900284,113979727,4,protein_coding,ENSG00000180801,HGNC:26286,arylsulfatase family member J,NC_000004.12,610010,ARSJ
BMGC_GN41576,BMG_GN185616,79643,ENSG00000176108.9,80991598,81009517,17,protein_coding,ENSG00000176108,HGNC:25675,charged multivesicular body protein 6,NC_000017.11;NC_060941.1,610901,CHMP6
BMGC_GN41577,BMG_GN185617,79644,ENSG00000128039.13,55346213,55373100,4,protein_coding,ENSG00000128039,HGNC:25812,steroid 5 alpha-reductase 3,NC_000004.12;NC_060928.1;NG_028230.1,611715,SRD5A3
BMGC_GN41578,BMG_GN185618,79645,ENSG00000034239.11,48710789,48735311,8,protein_coding,ENSG00000034239,HGNC:25678,calaxin,NC_000008.11;NC_060932.1,619564,CLXN
BMGC_GN41579,BMG_GN185619,79646,ENSG00000120137.7,168548495,168579368,5,protein_coding,ENSG00000120137,HGNC:19365,pantothenate kinase 3,NC_000005.10;NC_060929.1,606161,PANK3
BMGC_GN41580,BMG_GN185620,79647,ENSG00000174574.16,38991276,39006059,1,protein_coding,ENSG00000174574,HGNC:25744,akirin 1,,615164,AKIRIN1
BMGC_GN41581,BMG_GN185621,79648,ENSG00000147316.15,6406592,6648508,8,protein_coding,ENSG00000147316,HGNC:6954,microcephalin 1,NC_000008.11;NC_060932.1;NG_016619.3;NW_025791785.1;NW_018654717.1,607117,MCPH1
BMGC_GN41582,BMG_GN185622,79649,ENSG00000129680.16,136213220,136256482,X,protein_coding,ENSG00000129680,HGNC:25742,MAP7 domain containing 3,NG_016801.1;NC_000023.11;NC_060947.1,300930,MAP7D3
BMGC_GN41583,BMG_GN185623,7965,ENSG00000106305.10,6009255,6023834,7,protein_coding,ENSG00000106305,HGNC:20609,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,NC_000007.14;NC_060931.1;NG_050738.1,600859,AIMP2
BMGC_GN41584,BMG_GN185624,79650,ENSG00000103005.13,57999546,58021618,16,protein_coding,ENSG00000103005,HGNC:25792,U6 snRNA biogenesis phosphodiesterase 1,,613276,USB1
BMGC_GN41585,BMG_GN185625,79651,ENSG00000129667.13,76470891,76501790,17,protein_coding,ENSG00000129667,HGNC:20788,rhomboid 5 homolog 2,NC_000017.11;NC_060941.1,614404,RHBDF2
BMGC_GN41586,BMG_GN185626,79652,ENSG00000131634.14,1528688,1555580,16,protein_coding,ENSG00000131634,HGNC:14158,transmembrane protein 204,,611002,TMEM204
BMGC_GN41587,BMG_GN185627,79654,ENSG00000126107.15,45002540,45011324,1,protein_coding,ENSG00000126107,HGNC:26117,HECT domain E3 ubiquitin protein ligase 3,NC_000001.11;NC_060925.1;NG_033058.1,618638,HECTD3
BMGC_GN41588,BMG_GN185628,79656,ENSG00000162373.13,48727519,48776969,1,protein_coding,ENSG00000162373,HGNC:25668,BEN domain containing 5,NC_000001.11;NC_060925.1,,BEND5
BMGC_GN41589,BMG_GN185629,79657,ENSG00000005175.10,47661249,47706030,12,protein_coding,ENSG00000005175,HGNC:26151,RNA polymerase II associated protein 3,NC_000012.12;NC_060936.1,611477,RPAP3
BMGC_GN41590,BMG_GN185630,79658,ENSG00000071205.12,147732063,148072776,4,protein_coding,ENSG00000071205,HGNC:26099,Rho GTPase activating protein 10,NC_000004.12;NC_060928.1,609746,ARHGAP10
BMGC_GN41591,BMG_GN185631,79659,ENSG00000187240.17,103109410,103479863,11,protein_coding,ENSG00000187240,HGNC:2962,dynein cytoplasmic 2 heavy chain 1,NC_000011.10;NC_060935.1;NG_016423.2,603297,DYNC2H1
BMGC_GN41592,BMG_GN185632,79660,ENSG00000173281.5,9136255,9151574,8,protein_coding,ENSG00000173281,HGNC:14942,protein phosphatase 1 regulatory subunit 3B,NC_000008.11;NW_018654717.1;NC_060932.1;NG_028089.1,610541,PPP1R3B
BMGC_GN41593,BMG_GN185633,79661,ENSG00000140398.14,75346955,75357115,15,protein_coding,ENSG00000140398,HGNC:18448,nei like DNA glycosylase 1,,608844,NEIL1
BMGC_GN41594,BMG_GN185634,79663,ENSG00000169087.11,122739999,122793831,3,protein_coding,ENSG00000169087,HGNC:16389,HSPB1 associated protein 1,NC_000003.12;NC_060927.1;NG_030032.1,608263,HSPBAP1
BMGC_GN41595,BMG_GN185635,79664,ENSG00000128915.12,60419609,60479160,15,protein_coding,ENSG00000128915,HGNC:29885,interactor of little elongation complex ELL subunit 2,NC_000015.10;NC_060939.1;NG_054881.1,610835,ICE2
BMGC_GN41596,BMG_GN185636,79665,ENSG00000108406.10,59565558,59608345,17,protein_coding,ENSG00000108406,HGNC:18018,DEAH-box helicase 40,NC_000017.11;NC_060941.1,607570,DHX40
BMGC_GN41597,BMG_GN185637,79666,ENSG00000175895.5,95115642,95156698,8,protein_coding,ENSG00000175895,HGNC:20757,pleckstrin homology and FYVE domain containing 2,,615208,PLEKHF2
BMGC_GN41598,BMG_GN185638,79667,ENSG00000231160.13,38594512,38664952,4,lncRNA,ENSG00000231160,HGNC:25796,KLF3 antisense RNA 1,,,KLF3-AS1
BMGC_GN41599,BMG_GN185639,79668,ENSG00000151883.20,50665899,50846519,5,protein_coding,ENSG00000151883,HGNC:26124,poly(ADP-ribose) polymerase family member 8,NC_000005.10;NC_060929.1,,PARP8
BMGC_GN41600,BMG_GN185640,79669,ENSG00000114529.13,112086335,112131004,3,protein_coding,ENSG00000114529,HGNC:26255,chromosome 3 open reading frame 52,,611956,C3orf52
BMGC_GN41601,BMG_GN185641,79670,ENSG00000083223.18,86287733,86354454,9,protein_coding,ENSG00000083223,HGNC:25817,terminal uridylyl transferase 7,NC_000009.12;NC_060933.1,613467,TUT7
BMGC_GN41602,BMG_GN185642,79671,ENSG00000160703.17,119166568,119184016,11,protein_coding,ENSG00000160703,HGNC:29890,NLR family member X1,NC_000011.10;NC_060935.1;NG_047185.1,611947,NLRX1
BMGC_GN41603,BMG_GN185643,79672,ENSG00000141560.15,82716706,82730328,17,protein_coding,ENSG00000141560,HGNC:25700,fructosamine 3 kinase related protein,,611683,FN3KRP
BMGC_GN41604,BMG_GN185644,79673,ENSG00000181894.15,58126248,58155110,19,protein_coding,ENSG00000181894,HGNC:14209,zinc finger protein 329,NC_000019.10;NC_060943.1,,ZNF329
BMGC_GN41605,BMG_GN185645,79674,ENSG00000197415.12,157259742,157533619,3,protein_coding,ENSG00000197415,HGNC:25735,ventricular zone expressed PH domain containing 1,NC_000003.12;NC_060927.1,609594,VEPH1
BMGC_GN41606,BMG_GN185646,79675,ENSG00000138399.18,169528508,169573875,2,protein_coding,ENSG00000138399,HGNC:26150,FAST kinase domains 1,NC_000002.12;NC_060926.1,617529,FASTKD1
BMGC_GN41607,BMG_GN185647,79676,ENSG00000111325.16,122974580,122980043,12,protein_coding,ENSG00000111325,HGNC:25823,2-oxoglutarate and iron dependent oxygenase domain containing 2,,,OGFOD2
BMGC_GN41608,BMG_GN185648,79677,ENSG00000163029.16,17663812,17800242,2,protein_coding,ENSG00000163029,HGNC:20466,structural maintenance of chromosomes 6,NC_000002.12;NC_060926.1,609387,SMC6
BMGC_GN41609,BMG_GN185649,79679,ENSG00000134258.18,117143587,117210960,1,protein_coding,ENSG00000134258,HGNC:28873,V-set domain containing T cell activation inhibitor 1,NC_000001.11;NC_060925.1,608162,VTCN1
BMGC_GN41610,BMG_GN185650,79680,ENSG00000215012.9,19846138,19854896,22,protein_coding,ENSG00000215012,HGNC:26112,retrotransposon Gag like 10,,620751,RTL10
BMGC_GN41611,BMG_GN185651,79682,ENSG00000151725.12,184694085,184734130,4,protein_coding,ENSG00000151725,HGNC:21348,centromere protein U,NC_000004.12;NC_060928.1,611511,CENPU
BMGC_GN41612,BMG_GN185652,79683,ENSG00000175048.17,157381133,157678157,6,protein_coding,ENSG00000175048,HGNC:20341,zinc finger DHHC-type palmitoyltransferase 14,NC_000006.12;NC_060930.1,619295,ZDHHC14
BMGC_GN41613,BMG_GN185653,79684,ENSG00000120458.13,124766498,124800706,11,protein_coding,ENSG00000120458,HGNC:26266,Myb/SANT DNA binding domain containing 2,,,MSANTD2
BMGC_GN41614,BMG_GN185654,79685,ENSG00000164576.12,154445997,154461053,5,protein_coding,ENSG00000164576,HGNC:25663,SAP30 like,NC_000005.10;NC_060929.1,610398,SAP30L
BMGC_GN41615,BMG_GN185655,79689,ENSG00000127954.13,88270892,88306894,7,protein_coding,ENSG00000127954,HGNC:21923,STEAP4 metalloreductase,NG_028313.2;NC_000007.14;NC_060931.1,611098,STEAP4
BMGC_GN41616,BMG_GN185656,79690,ENSG00000197093.11,100159244,100168617,7,protein_coding,ENSG00000197093,HGNC:24145,galactose-3-O-sulfotransferase 4,NC_000007.14;NC_060931.1,608235,GAL3ST4
BMGC_GN41617,BMG_GN185657,79691,ENSG00000151576.10,114005833,114088422,3,protein_coding,ENSG00000151576,HGNC:25771,queuine tRNA-ribosyltransferase accessory subunit 2,NC_000003.12;NC_060927.1,,QTRT2
BMGC_GN41618,BMG_GN185658,79692,ENSG00000181315.11,26634383,26659752,6,protein_coding,ENSG00000181315,HGNC:23640,zinc finger protein 322,,610847,ZNF322
BMGC_GN41619,BMG_GN185659,79693,ENSG00000196449.4,37802945,37808208,1,protein_coding,ENSG00000196449,HGNC:28905,yrdC N6-threonylcarbamoyltransferase domain containing,,612276,YRDC
BMGC_GN41620,BMG_GN185660,79694,ENSG00000172469.17,95577485,95609470,6,protein_coding,ENSG00000172469,HGNC:21072,mannosidase endo-alpha,NC_000006.12;NC_060930.1,612327,MANEA
BMGC_GN41621,BMG_GN185661,79695,ENSG00000119514.7,98807670,98850081,9,protein_coding,ENSG00000119514,HGNC:19877,polypeptide N-acetylgalactosaminyltransferase 12,NC_000009.12;NC_060933.1;NG_028218.1,610290,GALNT12
BMGC_GN41622,BMG_GN185662,79696,ENSG00000119703.15,75064109,75119502,14,protein_coding,ENSG00000119703,HGNC:20354,zinc finger C2HC-type containing 1C,NC_000014.9;NC_060938.1,,ZC2HC1C
BMGC_GN41623,BMG_GN185663,79697,ENSG00000170468.8,73490933,73493394,14,protein_coding,ENSG00000170468,HGNC:20968,ribosomal oxygenase 1,,611919,RIOX1
BMGC_GN41624,BMG_GN185664,79698,ENSG00000165061.15,40530590,40897833,8,protein_coding,ENSG00000165061,HGNC:25844,zinc finger matrin-type 4,NC_000008.11;NC_060932.1,,ZMAT4
BMGC_GN41625,BMG_GN185665,79699,ENSG00000162378.13,52726453,52827336,1,protein_coding,ENSG00000162378,HGNC:25820,"zyg-11 family member B, cell cycle regulator",NC_000001.11;NC_060925.1,618673,ZYG11B
BMGC_GN41626,BMG_GN185666,797,ENSG00000175868.14,14904997,15082342,11,protein_coding,ENSG00000175868,HGNC:1438,calcitonin related polypeptide beta,,114160,CALCB
BMGC_GN41627,BMG_GN185667,79701,ENSG00000181396.13,82389210,82418637,17,protein_coding,ENSG00000181396,HGNC:26174,2-oxoglutarate and iron dependent oxygenase domain containing 3,NC_000017.11;NC_060941.1,,OGFOD3
BMGC_GN41628,BMG_GN185668,79703,ENSG00000173715.19,66744451,66843516,11,protein_coding,ENSG00000173715,HGNC:26197,TOP6B like initiator of meiotic double strand breaks,,616109,TOP6BL
BMGC_GN41629,BMG_GN185669,79705,ENSG00000154237.13,100919327,101078257,15,protein_coding,ENSG00000154237,HGNC:18608,leucine rich repeat kinase 1,NG_052791.1;NC_000015.10;NC_060939.1,610986,LRRK1
BMGC_GN41630,BMG_GN185670,79706,ENSG00000128563.13,102363872,102426676,7,protein_coding,ENSG00000128563,HGNC:21894,PRKR interacting protein 1,,617458,PRKRIP1
BMGC_GN41631,BMG_GN185671,79707,ENSG00000162408.11,6521347,6554513,1,protein_coding,ENSG00000162408,HGNC:26265,nucleolar protein 9,NC_000001.11;NC_060925.1,620304,NOL9
BMGC_GN41632,BMG_GN185672,79709,ENSG00000130309.12,17555649,17583162,19,protein_coding,ENSG00000130309,HGNC:26182,collagen beta(1-O)galactosyltransferase 1,NC_000019.10;NC_060943.1,617531,COLGALT1
BMGC_GN41633,BMG_GN185673,79710,ENSG00000133131.15,106813871,107000212,X,protein_coding,ENSG00000133131,HGNC:23485,MORC family CW-type zinc finger 4,NG_016392.1;NC_000023.11;NC_060947.1,300970,MORC4
BMGC_GN41634,BMG_GN185674,79711,ENSG00000196497.17,24180219,24188869,14,protein_coding,ENSG00000196497,HGNC:19426,importin 4,,,IPO4
BMGC_GN41635,BMG_GN185675,79712,ENSG00000121964.15,143938068,144332568,2,protein_coding,ENSG00000121964,HGNC:20887,glycosyltransferase like domain containing 1,NC_000002.12;NC_060926.1,610165,GTDC1
BMGC_GN41636,BMG_GN185676,79713,ENSG00000126246.10,35738801,35742453,19,protein_coding,ENSG00000126246,HGNC:23620,IGF like family receptor 1,,614143,IGFLR1
BMGC_GN41637,BMG_GN185677,79714,ENSG00000164051.14,48432164,48440456,3,protein_coding,ENSG00000164051,HGNC:25714,coiled-coil domain containing 51,NC_000003.12;NC_060927.1,618585,CCDC51
BMGC_GN41638,BMG_GN185678,79716,ENSG00000215440.12,58689131,58719238,20,protein_coding,ENSG00000215440,HGNC:16244,aminopeptidase like 1; aminopeptidase like 1;uncharacterized LOC124904942,,,NPEPL1;NPEPL1;LOC124904942
BMGC_GN41639,BMG_GN185679,79717,ENSG00000127125.9,42456117,42473385,1,protein_coding,ENSG00000127125,HGNC:25686,phosphopantothenoylcysteine synthetase,,609853,PPCS
BMGC_GN41640,BMG_GN185680,79718,ENSG00000177565.19,177019340,177228000,3,protein_coding,ENSG00000177565,HGNC:29529,TBL1X/Y related 1,NC_000003.12;NC_060927.1;NG_047195.1,608628,TBL1XR1
